AAPL,1/17/2008 13:00,17.75,2,17.65,1,0,0
AAPL,1/18/2008 13:00,17.75,2,17.65,1,17.79,200
AAPL,1/19/2008 13:00,17.75,2,17.64,1,0,0
AAPL,1/20/2008 13:00,17.75,2,17.59,5,0,0
AAPL,1/21/2008 13:00,17.75,2,17.6,4,0,0
AAPL,1/22/2008 13:00,17.75,2,17.6,4,17.65,100
AAPL,1/23/2008 13:00,17.75,2,17.6,4,17.72,100
AAPL,1/24/2008 13:00,17.75,2,17.61,2,0,0
AAPL,1/25/2008 13:00,17.75,2,17.62,2,0,0
AAPL,1/26/2008 13:00,17.75,2,17.59,5,0,0
AAPL,1/27/2008 13:00,17.75,7,17.59,5,0,0
AAPL,1/28/2008 13:00,17.75,7,17.6,1,0,0
AAPL,1/29/2008 13:00,17.75,7,17.61,1,0,0
AAPL,1/30/2008 13:00,17.75,7,17.59,5,0,0
AAPL,1/31/2008 13:00,17.75,7,17.6,4,0,0
AAPL,2/1/2008 13:00,17.75,7,17.61,1,0,0
AAPL,2/2/2008 13:00,17.75,7,17.58,10,0,0
AAPL,2/3/2008 13:00,17.74,2,17.58,10,0,0
AAPL,2/4/2008 13:00,17.73,1,17.58,10,0,0
AAPL,2/5/2008 13:00,17.73,1,17.58,10,17.706,100
AAPL,2/6/2008 13:00,17.73,1,17.59,1,0,0
AAPL,2/7/2008 13:00,17.72,2,17.59,1,0,0
AAPL,2/8/2008 13:00,17.72,2,17.58,10,0,0
AAPL,2/9/2008 13:00,17.75,7,17.58,10,0,0
AAPL,2/10/2008 13:00,17.75,7,17.58,10,17.61,100
AAPL,2/11/2008 13:00,17.75,7,17.58,10,17.61,200
AAPL,2/12/2008 13:00,17.75,7,17.58,10,17.6,200
AAPL,2/13/2008 13:00,17.75,7,17.58,10,17.59,500
AAPL,2/14/2008 13:00,17.74,2,17.58,10,0,0
AAPL,2/15/2008 13:00,17.75,7,17.58,10,0,0
AAPL,2/16/2008 13:00,17.75,5,17.58,10,0,0
AAPL,2/17/2008 13:00,17.74,1,17.58,10,0,0
AAPL,2/18/2008 13:00,17.74,1,17.61,1,0,0
AAPL,2/19/2008 13:00,17.74,1,17.62,1,0,0
AAPL,2/20/2008 13:00,17.75,5,17.62,1,0,0
AAPL,2/21/2008 13:00,17.75,5,17.61,1,0,0
AAPL,2/22/2008 13:00,17.75,5,17.63,1,0,0
